"Total Shipping","Total Shipping"
"Total Shipping (non-payable)","Total Shipping (non-payable)"
"Total Discount","Total Discount"
"Total Discount (non-payable)","Total Discount (non-payable)"
"Total Handling","Total Handling"
"Total Commission","Total Commission"
"Total Transaction Fees","Total Transaction Fees"
"Total Adjustments","Total Adjustments"
"Total Refunds","Total Refunds"
"Page %s","Page %s"
Adjust,Adjust
"Statement Totals","Statement Totals"
Handling,Handling
Comm,Comm
Trans,Trans
Refund,Refund
Payment,Payment
Commission,Commission
Trans.Fee,Trans.Fee
"Image file was not found: %s","Image file was not found: %s"
"Use config","Use config"
Disable,Disable
"When Tracking ID is added","When Tracking ID is added"
"When Vendor Shipment is complete","When Vendor Shipment is complete"
"When Order is completely shipped","When Order is completely shipped"
"Fail estimate and show the error","Fail estimate and show the error"
"Skip failed carrier call and show prices without","Skip failed carrier call and show prices without"
"* Do not change","* Do not change"
Pending,Pending
Exported,Exported
Acknowledged,Acknowledged
Backorder,Backorder
"On Hold","On Hold"
"Ready to Ship","Ready to Ship"
"Pending Pickup","Pending Pickup"
"Label(s) printed","Label(s) printed"
Shipped,Shipped
Delivered,Delivered
Canceled,Canceled
Returned,Returned
"* Default (global setting)","* Default (global setting)"
"* Use Vendor Email","* Use Vendor Email"
"When all items are shipped","When all items are shipped"
"At least one item shipped","At least one item shipped"
"* Magento Bundled Fonts","* Magento Bundled Fonts"
"Times New Roman","Times New Roman"
Helvetica,Helvetica
Courier,Courier
"Sum of order vendors estimates","Sum of order vendors estimates"
"Maximum of order vendors estimates","Maximum of order vendors estimates"
"* Automatic","* Automatic"
Sendmail,Sendmail
Active,Active
Inactive,Inactive
Disabled,Disabled
Rejected,Rejected
"Pending Membership","Pending Membership"
"Suspended Membership","Suspended Membership"
"Canceled Membership","Canceled Membership"
"Expired Membership","Expired Membership"
"* No notification","* No notification"
"* Email notification","* Email notification"
Invoice,Invoice
Include,Include
"Exclude but Show","Exclude but Show"
"Exclude and Hide","Exclude and Hide"
"* Local database","* Local database"
"Always in stock","Always in stock"
"Use system configured handling fee only","Use system configured handling fee only"
"Use vendor configured handling fee only","Use vendor configured handling fee only"
"Add vendor handling fee to the system handling fee","Add vendor handling fee to the system handling fee"
"* Disable tracking API polling","* Disable tracking API polling"
"* Use label carrier API if available","* Use label carrier API if available"
"No label printing","No label printing"
PDF,PDF
EPL,EPL
ZPL,ZPL
4X6,4X6
"Next Day Air Early AM","Next Day Air Early AM"
"Next Day Air Early AM Letter","Next Day Air Early AM Letter"
"Next Day Air","Next Day Air"
"Next Day Air Letter","Next Day Air Letter"
"Next Day Air Intra (Puerto Rico)","Next Day Air Intra (Puerto Rico)"
"Next Day Air Saver","Next Day Air Saver"
"Next Day Air Saver Letter","Next Day Air Saver Letter"
"2nd Day Air AM","2nd Day Air AM"
"2nd Day Air AM Letter","2nd Day Air AM Letter"
"2nd Day Air","2nd Day Air"
"2nd Day Air Letter","2nd Day Air Letter"
"3 Day Select","3 Day Select"
Ground,Ground
"Ground Commercial","Ground Commercial"
"Ground Residential","Ground Residential"
"Canada Standard","Canada Standard"
"Worldwide Express","Worldwide Express"
"Worldwide Express Saver","Worldwide Express Saver"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Expedited","Worldwide Expedited"
"UPS Next Day Air","UPS Next Day Air"
"UPS Second Day Air","UPS Second Day Air"
"UPS Ground","UPS Ground"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Saver","UPS Saver"
"UPS Today Standard","UPS Today Standard"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
Sender,Sender
"Third Party","Third Party"
"Regular Pickup","Regular Pickup"
"Request Courier","Request Courier"
"Drop Box","Drop Box"
"Business Service Center","Business Service Center"
Station,Station
"PDF: Paper 4x6","PDF: Paper 4x6"
"PDF: Paper 4x8","PDF: Paper 4x8"
"PDF: Paper 4x9","PDF: Paper 4x9"
"PDF: Paper 7x4.75","PDF: Paper 7x4.75"
"PDF: Paper 8.5x11 Bottom Half Label","PDF: Paper 8.5x11 Bottom Half Label"
"PDF: Paper 8.5x11 Top Half Label","PDF: Paper 8.5x11 Top Half Label"
"EPL: Stock 4x6","EPL: Stock 4x6"
"EPL: Stock 4x6.75 Leading Doc Tab","EPL: Stock 4x6.75 Leading Doc Tab"
"EPL: Stock 4x6.75 Trailing Doc Tab","EPL: Stock 4x6.75 Trailing Doc Tab"
"EPL: Stock 4x8","EPL: Stock 4x8"
"EPL: Stock 4x9 Leading Doc Tab","EPL: Stock 4x9 Leading Doc Tab"
"EPL: Stock 4x9 Trailing Doc Tab","EPL: Stock 4x9 Trailing Doc Tab"
All,All
"Limit by order shipping method","Limit by order shipping method"
Shipment,Shipment
"Purchase Order","Purchase Order"
"Available for Shipping Date","Available for Shipping Date"
"Delivery Method","Delivery Method"
"Shipping Status","Shipping Status"
Ascending,Ascending
Descending,Descending
Fixed,Fixed
"Percent of shipping amount","Percent of shipping amount"
"Percent of vendor subtotal","Percent of vendor subtotal"
"No action","No action"
"Enable / Disable vendor products","Enable / Disable vendor products"
"* Default System Rules","* Default System Rules"
"Simple Custom Rules","Simple Custom Rules"
"Advanced Custom Rules","Advanced Custom Rules"
"Total Price","Total Price"
"Total Cost","Total Cost"
"Line Number","Line Number"
Weight,Weight
"Vendor Package","Vendor Package"
"Row Separate Rate","Row Separate Rate"
"Item Separate Rate","Item Separate Rate"
"Assign to local vendor and leave vendor products enabled","Assign to local vendor and leave vendor products enabled"
"Assign to local vendor and disable vendor products","Assign to local vendor and disable vendor products"
"Delete vendor products","Delete vendor products"
"* All Countries","* All Countries"
"Invalid request for source options: ","Invalid request for source options: "
"This item is not available for your location.","This item is not available for your location."
"This item is not available for your country.","This item is not available for your country."
"This item is not available for your zipcode.","This item is not available for your zipcode."
"This product is currently out of stock.","This product is currently out of stock."
"Some items are not available for your location.","Some items are not available for your location."
"Some items are not available for your country.","Some items are not available for your country."
"Some items are not available for your zipcode.","Some items are not available for your zipcode."
"Some of the products are currently out of stock","Some of the products are currently out of stock"
"Undefined product type.","Undefined product type."
"Internal adjustment to sync payout with statement total due","Internal adjustment to sync payout with statement total due"
"This account is not confirmed.","This account is not confirmed."
"Invalid stock check callback: %s","Invalid stock check callback: %s"
"This URL Key is already used for different vendor (%s). Please choose another.","This URL Key is already used for different vendor (%s). Please choose another."
"This URL Key is reserved. Please choose another.","This URL Key is reserved. Please choose another."
"A vendor with supplied email already exists.","A vendor with supplied email already exists."
"A vendor with supplied email and password already exists.","A vendor with supplied email and password already exists."
"A vendor with supplied name already exists.","A vendor with supplied name already exists."
Location,Location
Error,Error
"Updated At","Updated At"
Sku,Sku
"Stock Qty","Stock Qty"
"Stock Qty Add","Stock Qty Add"
"Vendor Sku","Vendor Sku"
"Item SKU","Item SKU"
"Batch Info","Batch Info"
"Use Template","Use Template"
"Batch notes","Batch notes"
"Export to vendor's default locations","Export to vendor's default locations"
"Default locations","Default locations"
"Export and download file","Export and download file"
"Download file","Download file"
"Download file name","Download file name"
"If empty, will be autogenerated","If empty, will be autogenerated"
"Export to custom locations","Export to custom locations"
"Custom locations","Custom locations"
"Use <a href=""http://unirgy.com/wiki/udropship/batch/reference"" target=""udbatch_reference"">reference</a> for location format, separate multiple locations with new line","Use <a href=""http://unirgy.com/wiki/udropship/batch/reference"" target=""udbatch_reference"">reference</a> for location format, separate multiple locations with new line"
"Number of Rows","Number of Rows"
Content,Content
"Stock Status","Stock Status"
"Special From","Special From"
"Special To","Special To"
"Tracking ID","Tracking ID"
"Has error","Has error"
"Error Info","Error Info"
"Import from vendor's default locations","Import from vendor's default locations"
"Import from uploaded file","Import from uploaded file"
"Upload file","Upload file"
"Import from pasted content","Import from pasted content"
"Paste content","Paste content"
"Import from custom locations","Import from custom locations"
"Manage Batches","Manage Batches"
"Batch Information","Batch Information"
"Data Rows","Data Rows"
"Export Orders","Export Orders"
"Import Orders","Import Orders"
"Export Stock PO","Export Stock PO"
"Import Stock PO","Import Stock PO"
"Import Inventory","Import Inventory"
"Delete Batch","Delete Batch"
"Create Batch(es)","Create Batch(es)"
"Batch Type","Batch Type"
"Batch Status","Batch Status"
"# of Rows","# of Rows"
"Scheduled At","Scheduled At"
"Vendor PO Import/Export Batches","Vendor PO Import/Export Batches"
"Create Stock PO Export Batch","Create Stock PO Export Batch"
"Create Stock PO Import Batch","Create Stock PO Import Batch"
"Create Order Export Batch","Create Order Export Batch"
"Create Tracking Import Batch","Create Tracking Import Batch"
"Create Inventory Import Batch","Create Inventory Import Batch"
"Location ID","Location ID"
"Batch ID","Batch ID"
"Batch Created At","Batch Created At"
"Hist Updated At","Hist Updated At"
Retry,Retry
"Vendor PO Import/Export History","Vendor PO Import/Export History"
"* All Vendors *","* All Vendors *"
"Batch was successfully saved","Batch was successfully saved"
"Batch was successfully deleted","Batch was successfully deleted"
"Please select batch(es)","Please select batch(es)"
"There was an error while updating batch(es) status","There was an error while updating batch(es) status"
"There was an error while updating history(ies) status","There was an error while updating history(ies) status"
"Total of %d record(s) were retried","Total of %d record(s) were retried"
"There was an error while retrying distribution: ","There was an error while retrying distribution: "
"Processed %s import rows","Processed %s import rows"
"Empty input","Empty input"
"Empty delimiter","Empty delimiter"
"Empty enclosure","Empty enclosure"
"Empty fields","Empty fields"
"Required ""%s"" (or ""%s"") field is not specified","Required ""%s"" (or ""%s"") field is not specified"
"Required ""%s"" field is not specified","Required ""%s"" field is not specified"
"%s"" field is not allowed. will be ignored.","%s"" field is not allowed. will be ignored."
"Invalid rows: %s","Invalid rows: %s"
"Empty rows: %s","Empty rows: %s"
"Missing required field in rows: %s","Missing required field in rows: %s"
"Duplicate sku within file in rows: %s","Duplicate sku within file in rows: %s"
"Product not found for sku in rows: %s","Product not found for sku in rows: %s"
"Products not associated with vendor in rows: %s","Products not associated with vendor in rows: %s"
"Batch Import/Export","Batch Import/Export"
Batches,Batches
"Action History","Action History"
"Orders Batch Options","Orders Batch Options"
"Default Email Sender","Default Email Sender"
"Default Email Subject","Default Email Subject"
"Default Export Orders Filename","Default Export Orders Filename"
"Export On Po Statuses","Export On Po Statuses"
"Save inventory import data in batch","Save inventory import data in batch"
"Allow import new vendor/product association with inventory import","Allow import new vendor/product association with inventory import"
"This option applicable to multivendor add-on","This option applicable to multivendor add-on"
"If import by vendor sku and it maps to multiple products","If import by vendor sku and it maps to multiple products"
"Replace new line with custom char in fields during export","Replace new line with custom char in fields during export"
"This supports only fields with simple format [var.name] (Magento CMS templating conventions {{var var.name}} not supported)","This supports only fields with simple format [var.name] (Magento CMS templating conventions {{var var.name}} not supported)"
"Custom char to replace new line in fields during export","Custom char to replace new line in fields during export"
"Custom templates for manual import","Custom templates for manual import"
"Custom templates for manual export","Custom templates for manual export"
"Statement Export Template","Statement Export Template"
"Invalid vendor","Invalid vendor"
"Please select ""Use Template","Please select ""Use Template"
"Errors during importing, please see individual batches for details","Errors during importing, please see individual batches for details"
"Invalid batch type","Invalid batch type"
"Empty Export Template","Empty Export Template"
"Empty Item Export Template","Empty Item Export Template"
From:,From:
To:,To:
Message:,Message:
"Invalid row format","Invalid row format"
"Missing required field: sku or vendor_sku","Missing required field: sku or vendor_sku"
"Missing required field: sku","Missing required field: sku"
"Duplicate sku within file","Duplicate sku within file"
"Duplicate vendor sku within file","Duplicate vendor sku within file"
"Neither sku or vendor_sku specified","Neither sku or vendor_sku specified"
"Product not found for ","Product not found for "
"Vendor sku ""%s"" maps to multiple products (ids: ""%s"")","Vendor sku ""%s"" maps to multiple products (ids: ""%s"")"
"Product with ","Product with "
"Missing required field","Missing required field"
"Duplicate tracking_id within file","Duplicate tracking_id within file"
"Invalid Order or PO ID","Invalid Order or PO ID"
"Duplicate tracking_id","Duplicate tracking_id"
"Invalid model for %s (%s)","Invalid model for %s (%s)"
"Added new vendor/product association","Added new vendor/product association"
"Unsupported destination '%s","Unsupported destination '%s"
"Could not write to file '%s","Could not write to file '%s"
"Tracking ID %s was added","Tracking ID %s was added"
"Could not read from file '%s","Could not read from file '%s"
"Invalid local destination '%s","Invalid local destination '%s"
"Import/Export Batches","Import/Export Batches"
"Export Stock POs","Export Stock POs"
"Import Stock POs","Import Stock POs"
"No Action","No Action"
Rename,Rename
Move,Move
Rename+Move,Rename+Move
Realtime,Realtime
Full,Full
Manual,Manual
Scheduled,Scheduled
Missed,Missed
Processing,Processing
Exporting,Exporting
Importing,Importing
Empty,Empty
Success,Success
Partial,Partial
New,New
"* No export","* No export"
"Manual only","Manual only"
"Auto Scheduled","Auto Scheduled"
Instant,Instant
"Instant by status","Instant by status"
"* No import","* No import"
"Vendor's Default locations","Vendor's Default locations"
"* Use vendor default","* Use vendor default"
"Yes (manual only)","Yes (manual only)"
"Yes (manual and scheduled)","Yes (manual and scheduled)"
"Update only first product","Update only first product"
"Update all products","Update all products"
"Skip and report error","Skip and report error"
"Dropship Vendor","Dropship Vendor"
"Registration ID","Registration ID"
"Manage Registrations","Manage Registrations"
Grid,Grid
List,List
Home,Home
"Go to Home Page","Go to Home Page"
"Vendor Registrations","Vendor Registrations"
"Please select registration(s)","Please select registration(s)"
"Thank you for application. Instructions were sent to your email to confirm it","Thank you for application. Instructions were sent to your email to confirm it"
"Thank you for application. As soon as your registration has been verified, you will receive an email confirmation","Thank you for application. As soon as your registration has been verified, you will receive an email confirmation"
"Incorrect CAPTCHA.","Incorrect CAPTCHA."
"MicroSite Options","MicroSite Options"
"Enable ""System View"" menu item in vendor portal","Enable ""System View"" menu item in vendor portal"
"If enabled this option gives vendors limited access to admin area to create new products, update existing (filtered by Dropship Vendor attribute). The option may be overridden on vendor level.","If enabled this option gives vendors limited access to admin area to create new products, update existing (filtered by Dropship Vendor attribute). The option may be overridden on vendor level."
"Allow per vendor sudomain level selection","Allow per vendor sudomain level selection"
"Subdomain level to use for vendor","Subdomain level to use for vendor"
"Landing page title","Landing page title"
"Landing page Meta Keywords","Landing page Meta Keywords"
"Landing page Meta Description","Landing page Meta Description"
"Use this vendor as a template for new registrations","Use this vendor as a template for new registrations"
"Update Store Base URL","Update Store Base URL"
"Automatically approve vendor applications","Automatically approve vendor applications"
"Registration Confirmation Email Template","Registration Confirmation Email Template"
"New Vendor Welcome Email Template","New Vendor Welcome Email Template"
"Carriers to allow during vendor registration","Carriers to allow during vendor registration"
"New Registrations Receiver(s)","New Registrations Receiver(s)"
"New Registrations Email Subject","New Registrations Email Subject"
"New Registrations Template","New Registrations Template"
"Staging Website","Staging Website"
"Product attributes to HIDE from vendors","Product attributes to HIDE from vendors"
"Show all vendor products on frontend (including multivendor associations)","Show all vendor products on frontend (including multivendor associations)"
"Enable filter vendor categories on frontend","Enable filter vendor categories on frontend"
"Stick microsite products in cart","Stick microsite products in cart"
"Products that added to cart from vendor microsite will be stuck to that vendor regardless of decision method <br> ""Yes and display vendor"" - will display vendor name as item custom option ","Products that added to cart from vendor microsite will be stuck to that vendor regardless of decision method <br> ""Yes and display vendor"" - will display vendor name as item custom option "
"Joined field with this alias is already declared","Joined field with this alias is already declared"
"Invalid alias, already exists in joined attributes","Invalid alias, already exists in joined attributes"
"Invalid alias, already exists in joint attributes.","Invalid alias, already exists in joint attributes."
"%s"" action is not allowed","%s"" action is not allowed"
"Incomplete form data","Incomplete form data"
"Passwords do not match","Passwords do not match"
"This subdomain is already taken, please choose another.","This subdomain is already taken, please choose another."
"From URL Path (domain.com/vendor)","From URL Path (domain.com/vendor)"
"2nd level subdomain (vendor.com)","2nd level subdomain (vendor.com)"
"3rd level subdomain (vendor.domain.com)","3rd level subdomain (vendor.domain.com)"
"4th level subdomain (vendor.subdomain.domain.com)","4th level subdomain (vendor.subdomain.domain.com)"
"5th level subdomain (vendor.subdomain2.subdomain1.domain.com)","5th level subdomain (vendor.subdomain2.subdomain1.domain.com)"
"* Use Config","* Use Config"
"Yes and activate","Yes and activate"
"Yes and display vendor","Yes and display vendor"
"Yes (only when in stock)","Yes (only when in stock)"
"Yes (only when in stock) and display vendor","Yes (only when in stock) and display vendor"
"Enable Selected","Enable Selected"
"Disable Selected","Disable Selected"
"* None","* None"
"* Use config","* Use config"
"Invalid base url type","Invalid base url type"
"Bad request.","Bad request."
"Wrong confirmation key.","Wrong confirmation key."
"Failed to confirm vendor account.","Failed to confirm vendor account."
"Wrong vendor account specified.","Wrong vendor account specified."
"Vendor Registration","Vendor Registration"
"Default Vendor Landing Page","Default Vendor Landing Page"
"Registration Form","Registration Form"
Fieldsets,Fieldsets
"Skip confirmation email","Skip confirmation email"
"New Vendor Confirmation Email Template","New Vendor Confirmation Email Template"
"New Vendor Reject Email Template","New Vendor Reject Email Template"
Comments,Comments
"Yes Agree","Yes Agree"
"Drop Shipping Vendors","Drop Shipping Vendors"
"Magento SKU","Magento SKU"
"Magento Price","Magento Price"
"Invalid parameters.","Invalid parameters."
"The vendors have been updated successfully.","The vendors have been updated successfully."
"No changes were neccessary.","No changes were neccessary."
"The vendors stock has been checked successfully.","The vendors stock has been checked successfully."
Available,Available
"To be published","To be published"
"Reprinting in progress","Reprinting in progress"
"Currently unavailable","Currently unavailable"
"Change of distributor in progress","Change of distributor in progress"
"Sold out","Sold out"
"Unavailable until further notice","Unavailable until further notice"
"To be republished","To be republished"
"Total Quantity Method","Total Quantity Method"
"Hide out of stock vendors","Hide out of stock vendors"
"Default status for product multivendor data","Default status for product multivendor data"
"Invalid data: vendor_id=%s, product_id=%s","Invalid data: vendor_id=%s, product_id=%s"
"Failed to update vendor stock: vendor is not associated with this item (%s)","Failed to update vendor stock: vendor is not associated with this item (%s)"
"Only ""%s"" of this product in stock.","Only ""%s"" of this product in stock."
"This product is not available in the requested quantity. %s of the items will be backordered.","This product is not available in the requested quantity. %s of the items will be backordered."
"This product is not available for your country.","This product is not available for your country."
"%s"" is not available for your country.","%s"" is not available for your country."
"This product is not available for your location.","This product is not available for your location."
"This product is not available for your zipcode.","This product is not available for your zipcode."
"%s"" is not available for your location.","%s"" is not available for your location."
"%s"" is not available for your zipcode.","%s"" is not available for your zipcode."
"The minimum quantity allowed for purchase is %s.","The minimum quantity allowed for purchase is %s."
"The minimum quantity allowed for purchase for ""%s"" is %s.","The minimum quantity allowed for purchase for ""%s"" is %s."
"The maximum quantity allowed for purchase is %s.","The maximum quantity allowed for purchase is %s."
"The maximum quantity allowed for purchase for ""%s"" is %s.","The maximum quantity allowed for purchase for ""%s"" is %s."
"%s"" is currently out of stock.","%s"" is currently out of stock."
"Only ""%s"" of ""%s"" in stock.","Only ""%s"" of ""%s"" in stock."
"%s"" is not available in the requested quantity. %s of the items will be backordered.","%s"" is not available in the requested quantity. %s of the items will be backordered."
"Some of the products cannot be ordered in requested quantity.","Some of the products cannot be ordered in requested quantity."
"Stock configuration problem","Stock configuration problem"
"Not all products are available in the requested quantity","Not all products are available in the requested quantity"
"Allow Backorder by Availability State/Date","Allow Backorder by Availability State/Date"
"Track Reserved Qty","Track Reserved Qty"
"Use Avail State/Date to Allow Qty Below 0","Use Avail State/Date to Allow Qty Below 0"
"Use Avail State/Date to Allow Qty Below 0 and Notify Customer","Use Avail State/Date to Allow Qty Below 0 and Notify Customer"
Used,Used
"Used: As new","Used: As new"
"Used: Very Good","Used: Very Good"
"Used: Good","Used: Good"
"Used: Just OK","Used: Just OK"
"A product type is not defined for the indexer.","A product type is not defined for the indexer."
"Po ID","Po ID"
"Payout Info","Payout Info"
"Method Specific Details","Method Specific Details"
"Payout Additional Details","Payout Additional Details"
"Paypal Correlation ID","Paypal Correlation ID"
"Payment Paid","Payment Paid"
"Payment Due","Payment Due"
Messages,Messages
"Manage Payouts","Manage Payouts"
"Payout Information","Payout Information"
"Delete Payout","Delete Payout"
"Create Payout(s)","Create Payout(s)"
"Sender Transaction ID","Sender Transaction ID"
Pay,Pay
"Vendor Payouts","Vendor Payouts"
"Generate Payouts","Generate Payouts"
"Payout was successfully paid","Payout was successfully paid"
"Payout '%s' no longer exists","Payout '%s' no longer exists"
"Payout was successfully saved","Payout was successfully saved"
"Payout was successfully deleted","Payout was successfully deleted"
"Please select payout(s)","Please select payout(s)"
"%s of %d record(s) were successfully deleted","%s of %d record(s) were successfully deleted"
"%s of %d record(s) were successfully updated","%s of %d record(s) were successfully updated"
"There was an error while updating payout(s) status","There was an error while updating payout(s) status"
"%s of %s payouts  were successfully paid","%s of %s payouts  were successfully paid"
"There was an error during payout(s) mass pay","There was an error during payout(s) mass pay"
Paypal,Paypal
Check,Check
"Bank Transfer","Bank Transfer"
Offline,Offline
"Payout Options","Payout Options"
"Predefined Payout Schedules","Predefined Payout Schedules"
"Payout Paypal Options","Payout Paypal Options"
"Use IPN to complete payout","Use IPN to complete payout"
"Account Email","Account Email"
Password,Password
Signature,Signature
"Please select vendors","Please select vendors"
"This payout already paid","This payout already paid"
"This payout is canceled","This payout is canceled"
"This payout wait paypal IPN","This payout wait paypal IPN"
"Payout ""total due"" must be positive","Payout ""total due"" must be positive"
"Empty payout method","Empty payout method"
"Unknown payout method: '%s","Unknown payout method: '%s"
"Can't find payout method class","Can't find payout method class"
"Successfully send payment. Waiting for IPN to complete.","Successfully send payment. Waiting for IPN to complete."
"Successfully paid","Successfully paid"
"* No Payout","* No Payout"
Auto,Auto
"Use Statement preferences","Use Statement preferences"
Custom,Custom
Hold,Hold
"Waiting for Paypal IPN","Waiting for Paypal IPN"
"* Use Custom","* Use Custom"
"There was error during payment finalization.","There was error during payment finalization."
"Paypal Adaptive","Paypal Adaptive"
"Application ID","Application ID"
"Adaptive Payments","Adaptive Payments"
"Accept credit cards and PayPal payments securely and send chained payments to multiple recipients (vendors), one after the other. Each recipient can take a cut of the payment (vendor payout).","Accept credit cards and PayPal payments securely and send chained payments to multiple recipients (vendors), one after the other. Each recipient can take a cut of the payment (vendor payout)."
"Required PayPal Settings","Required PayPal Settings"
"Use Parallel Payments","Use Parallel Payments"
"All customer payment will go to vendors accounts. Select Statement Usage as Invoice in dropship settings and generate/send it to invoice vendors commissions","All customer payment will go to vendors accounts. Select Statement Usage as Invoice in dropship settings and generate/send it to invoice vendors commissions"
"Enable this Solution","Enable this Solution"
"Basic Settings - PayPal Adaptive Payments","Basic Settings - PayPal Adaptive Payments"
"It is recommended to set this value to ""PayPal"" per store views.","It is recommended to set this value to ""PayPal"" per store views."
"Sort Order","Sort Order"
"Payment Action","Payment Action"
"Advanced Settings","Advanced Settings"
"Payment Applicable From","Payment Applicable From"
"Countries Payment Applicable From","Countries Payment Applicable From"
"Summary Text for Aggregated Cart","Summary Text for Aggregated Cart"
"Uses store frontend name by default.","Uses store frontend name by default."
"Debug Mode","Debug Mode"
"Enable SSL verification","Enable SSL verification"
"Paid amount of %s.","Paid amount of %s."
Sale,Sale
"Update Qty\'s","Update Qty\'s"
"Create Purchase Orders","Create Purchase Orders"
"New Purchase Orders for Order #%s","New Purchase Orders for Order #%s"
"Save Costs Update","Save Costs Update"
"Edit Costs for Purchase Orders #%s","Edit Costs for Purchase Orders #%s"
"Purchase Order #","Purchase Order #"
"Purchase Order Created","Purchase Order Created"
"Stock Vendor","Stock Vendor"
Excel,Excel
"PDF Purchase Orders","PDF Purchase Orders"
"Resend Vendor PO Notification","Resend Vendor PO Notification"
"Delete POs and Notify Vendors","Delete POs and Notify Vendors"
Information,Information
"Order Information","Order Information"
"Cannot get the order instance.","Cannot get the order instance."
"Purchase Order View","Purchase Order View"
"Edit Costs","Edit Costs"
"Create Shipment","Create Shipment"
Print,Print
"Purchase Order #%1$s | %2$s","Purchase Order #%1$s | %2$s"
"Purchase Orders","Purchase Orders"
"PO Subtotal","PO Subtotal"
"PO Total Cost","PO Total Cost"
"PO Tax Amount","PO Tax Amount"
"PO Total Qty","PO Total Qty"
"Dropship Advanced PO Details Report","Dropship Advanced PO Details Report"
"Dropship Advanced PO Item Details Report","Dropship Advanced PO Item Details Report"
"Date Created","Date Created"
"New Shipment for PO #%s [Order #%s]","New Shipment for PO #%s [Order #%s]"
"This purchase order no longer exists.","This purchase order no longer exists."
Sales,Sales
Shipments,Shipments
"The po no longer exists.","The po no longer exists."
"Cannot do shipment for the po.","Cannot do shipment for the po."
"New Shipment","New Shipment"
"The shipment has been created.","The shipment has been created."
"Shipment was succesfully invoiced","Shipment was succesfully invoiced"
"Shipment was not invoiced","Shipment was not invoiced"
"Cannot initialize shipment.","Cannot initialize shipment."
"Cannot save shipment.","Cannot save shipment."
"This order no longer exists.","This order no longer exists."
"Cannot create PO with this qtys","Cannot create PO with this qtys"
"Cannot update item quantity.","Cannot update item quantity."
"PO was successfully deleted","PO was successfully deleted"
"Cannot delete PO.","Cannot delete PO."
"New Purchase Order","New Purchase Order"
"View Purchase Order","View Purchase Order"
"Created %s Purchase Orders","Created %s Purchase Orders"
"Cannot save po.","Cannot save po."
"Canceled purchase order cannot be reverted","Canceled purchase order cannot be reverted"
"%s items were canceled","%s items were canceled"
"There were no items to cancel that match requested condition","There were no items to cancel that match requested condition"
"Status cannot be changed to canceled because po still have processing items","Status cannot be changed to canceled because po still have processing items"
"Po Status changed to canceled","Po Status changed to canceled"
"Cannot change status from %s to %s","Cannot change status from %s to %s"
"Costs were successfully updated","Costs were successfully updated"
"%s POs deleted.","%s POs deleted."
"Cannot save delete POs.","Cannot save delete POs."
"Purchase order status has been changed","Purchase order status has been changed"
"Cannot change purchase order status","Cannot change purchase order status"
"No purchase orders found for these criteria","No purchase orders found for these criteria"
"Purchase Order status has been updated for the selected orders","Purchase Order status has been updated for the selected orders"
"%s printed purchase order pdf","%s printed purchase order pdf"
"Created %d shipments","Created %d shipments"
"Sent %d shipment customer notifications","Sent %d shipment customer notifications"
"Vendor specific custom text on the bottom of purchase order PDF","Vendor specific custom text on the bottom of purchase order PDF"
"View Order Costs","View Order Costs"
"View PO Costs","View PO Costs"
"Edit PO Costs","Edit PO Costs"
"Advanced PO Details","Advanced PO Details"
"Advanced PO Item Details","Advanced PO Item Details"
"Shipment Details","Shipment Details"
"Purchase Order Options","Purchase Order Options"
"Autoinvoice shipment","Autoinvoice shipment"
"Auto-Invoice on these shipment statuses","Auto-Invoice on these shipment statuses"
"Default PO Status","Default PO Status"
"Default Virtual PO Status","Default Virtual PO Status"
"PO Increment Type","PO Increment Type"
"Shipment Increment Type","Shipment Increment Type"
"Attach PO Pdf to Vendor Notification","Attach PO Pdf to Vendor Notification"
"Make PO Ready to Ship on Printing PO PDF","Make PO Ready to Ship on Printing PO PDF"
"New PO Vendor Notification Template","New PO Vendor Notification Template"
"PO Comment Vendor Notification Template","PO Comment Vendor Notification Template"
"Allow change costs when manualy create po","Allow change costs when manualy create po"
"Default custom text on the bottom of purchase order PDF","Default custom text on the bottom of purchase order PDF"
"Default Statement on following PO statuses","Default Statement on following PO statuses"
"Default Customer Shipment Status","Default Customer Shipment Status"
"Restrict PO statuses in vendor interface","Restrict PO statuses in vendor interface"
"Available PO statuses in vendor interface","Available PO statuses in vendor interface"
"Allowed forced PO status change","Allowed forced PO status change"
"Hide shipping amount in po pdf","Hide shipping amount in po pdf"
"Vendor Shipment Comments Email Subject","Vendor Shipment Comments Email Subject"
"Vendor Shipment Comments Template","Vendor Shipment Comments Template"
"Vendor PO Comments Email Subject","Vendor PO Comments Email Subject"
